tool,preset,effect_pattern,effect_sigma_mult,noise_model,attacker_threshold_ns,dataset_id,samples_per_class,detected,statistic,p_value,time_ms,samples_used,status,outcome
tacet,medium,shift,0,ar1-0.3,100,24,5000,false,0.000000,,300,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-0.3,,24,5000,false,,,3,8228,"max|t|=2.59, tau=-0.0286, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-0.3,,24,5000,false,,,0,10000,"|t|=0.84, threshold=4.5",pass
ks-test,medium,shift,0,ar1-0.3,,24,5000,false,0.696445,,1,10000,"D=0.0194, p=0.3036, alpha=0.05",pass
ad-test,medium,shift,0,ar1-0.3,,24,5000,false,0.737539,,0,10000,"A²=1.1859, p=0.2625, alpha=0.05",pass
mona,medium,shift,0,ar1-0.3,,24,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-n0.6,100,25,5000,false,0.000000,,324,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.6,,25,5000,true,,,3,9973,"max|t|=5.27, tau=-0.0527, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-n0.6,,25,5000,true,,,0,10000,"|t|=5.25, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-n0.6,,25,5000,true,0.999999,,1,10000,"D=0.0534, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.6,,25,5000,true,0.999981,,0,10000,"A²=13.7033, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.6,,25,5000,true,,,0,10000,non-overlapping box found at [45-50%],fail
tacet,medium,shift,0.2,ar1-n0.6,100,0,5000,false,0.000000,,313,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.6,,0,5000,true,,,3,9947,"max|t|=5.05, tau=-0.0506, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-n0.6,,0,5000,true,,,0,10000,"|t|=4.82, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-n0.6,,0,5000,true,0.999750,,1,10000,"D=0.0424, p=0.0002, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.6,,0,5000,true,0.999933,,0,10000,"A²=11.1989, p=0.0001, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.6,,0,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0,ar1-0.3,100,10,5000,false,0.000000,,319,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-0.3,,10,5000,false,,,6,5332,"max|t|=3.05, tau=0.0418, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-0.3,,10,5000,false,,,0,10000,"|t|=1.73, threshold=4.5",pass
ks-test,medium,shift,0,ar1-0.3,,10,5000,false,0.519365,,1,10000,"D=0.0168, p=0.4806, alpha=0.05",pass
ad-test,medium,shift,0,ar1-0.3,,10,5000,false,0.848954,,0,10000,"A²=1.6248, p=0.1510, alpha=0.05",pass
mona,medium,shift,0,ar1-0.3,,10,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0,ar1-0.3,,28,5000,false,0.090000,,2861,10000,"no significant deciles, max_excess=0.73",pass
rtlf-native,medium,shift,0,ar1-0.3,,16,5000,false,0.090000,,2900,10000,"no significant deciles, max_excess=0.56",pass
rtlf-native,medium,shift,0,ar1-0.3,,22,5000,false,0.090000,,2918,10000,"no significant deciles, max_excess=0.61",pass
rtlf-native,medium,shift,0,ar1-0.3,,25,5000,true,0.910000,,2957,10000,"significant at deciles [80], max_excess=1.04",fail
rtlf-native,medium,shift,0,ar1-0.6,,23,5000,false,0.090000,,2958,10000,"no significant deciles, max_excess=0.81",pass
rtlf-native,medium,shift,0.2,ar1-n0.6,,12,5000,true,0.910000,,3022,10000,"significant at deciles [10, 20, 40, 50, 60, 70], max_excess=1.59",fail
silent-native,medium,shift,0,ar1-0.3,,28,5000,false,0.050000,,207,10000,"diff=3.2ns, CI_lower=-8.3ns, Δ=169.3ns",pass
rtlf-native,medium,shift,0,ar1-0.6,,17,5000,true,0.910000,,3073,10000,"significant at deciles [50, 60, 70, 80], max_excess=1.19",fail
rtlf-native,medium,shift,0.2,ar1-n0.6,,18,5000,true,0.910000,,3077,10000,"significant at deciles [20, 30, 40, 50, 60, 70, 80, 90], max_excess=1.74",fail
rtlf-native,medium,shift,0.2,ar1-n0.6,,15,5000,true,0.910000,,3088,10000,"significant at deciles [40, 50, 60, 70, 80], max_excess=1.45",fail
silent-native,medium,shift,0,ar1-0.3,,22,5000,false,0.050000,,227,10000,"diff=5.2ns, CI_lower=-6.2ns, Δ=169.2ns",pass
silent-native,medium,shift,0,ar1-0.3,,16,5000,false,0.050000,,259,10000,"diff=10.8ns, CI_lower=-0.5ns, Δ=169.9ns",pass
silent-native,medium,shift,0,ar1-0.6,,23,5000,false,0.050000,,254,10000,"diff=9.9ns, CI_lower=-1.7ns, Δ=167.4ns",pass
silent-native,medium,shift,0.2,ar1-n0.6,,12,5000,false,0.050000,,215,10000,"diff=31.0ns, CI_lower=19.2ns, Δ=170.3ns",pass
silent-native,medium,shift,0,ar1-0.3,,25,5000,false,0.050000,,324,10000,"diff=13.0ns, CI_lower=0.9ns, Δ=168.9ns",pass
silent-native,medium,shift,0.2,ar1-n0.6,,15,5000,false,0.050000,,219,10000,"diff=25.9ns, CI_lower=14.2ns, Δ=172.6ns",pass
silent-native,medium,shift,0.2,ar1-n0.6,,18,5000,false,0.050000,,233,10000,"diff=32.5ns, CI_lower=22.1ns, Δ=169.0ns",pass
silent-native,medium,shift,0,ar1-0.6,,17,5000,false,0.050000,,239,10000,"diff=22.7ns, CI_lower=11.1ns, Δ=169.0ns",pass
tacet,medium,shift,0,ar1-0.3,0.4,29,5000,false,0.005208,,321,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 31.328788413722865, leak_probability_at_eff: 0.005208333333333333, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 31.3ns; P=0.5% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,ar1-0.6,0.4,24,5000,false,0.010417,,239,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 39.255265907674726, leak_probability_at_eff: 0.010416666666666666, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 39.3ns; P=1.0% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,ar1-0.3,0.4,23,5000,false,0.020833,,309,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 28.54590468276577, leak_probability_at_eff: 0.020833333333333332, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 28.5ns; P=2.1% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,ar1-0.3,0.4,17,5000,false,0.020833,,316,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 31.6508543312311, leak_probability_at_eff: 0.020833333333333332, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 31.7ns; P=2.1% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0.2,ar1-n0.6,0.4,13,5000,true,0.994792,,324,5000,"Fail (P=99.5%, Http2Multiplexing)",fail
rtlf-native,medium,shift,0.2,ar1-n0.6,,25,5000,true,0.910000,,2940,10000,"significant at deciles [10, 30, 40, 50, 60, 70, 90], max_excess=1.91",fail
tacet,medium,shift,0.2,ar1-n0.6,0.4,19,5000,false,0.854167,,301,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.8541666666666666, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-n0.6,0.4,16,5000,false,0.750000,,322,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.75, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0,ar1-0.6,0.4,18,5000,false,0.005208,,322,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 39.24563518542457, leak_probability_at_eff: 0.005208333333333333, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 39.2ns; P=0.5% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
rtlf-native,medium,shift,0,ar1-0.3,,10,5000,false,0.090000,,2985,10000,"no significant deciles, max_excess=0.76",pass
tacet,medium,shift,0,ar1-0.3,0.4,26,5000,false,0.036458,,369,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 36.37025957547828, leak_probability_at_eff: 0.036458333333333336, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 36.4ns; P=3.6% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
rtlf-native,medium,shift,0,ar1-0.6,,5,5000,true,0.910000,,3098,10000,"significant at deciles [40], max_excess=1.05",fail
rtlf-native,medium,shift,0,ar1-0.3,,24,5000,false,0.090000,,3081,10000,"no significant deciles, max_excess=0.71",pass
tacet,medium,shift,0,ar1-0.3,100,29,5000,false,0.000000,,316,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-0.3,,29,5000,false,,,4,666,"max|t|=1.60, tau=-0.0620, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-0.3,,29,5000,false,,,0,10000,"|t|=0.21, threshold=4.5",pass
ks-test,medium,shift,0,ar1-0.3,,29,5000,false,0.223637,,1,10000,"D=0.0132, p=0.7764, alpha=0.05",pass
ad-test,medium,shift,0,ar1-0.3,,29,5000,false,0.555347,,0,10000,"A²=0.2763, p=0.4447, alpha=0.05",pass
mona,medium,shift,0,ar1-0.3,,29,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0.2,ar1-n0.6,,0,5000,true,0.910000,,3080,10000,"significant at deciles [10, 20, 30, 40, 60, 70, 90], max_excess=1.50",fail
tacet,medium,shift,0,ar1-0.3,100,23,5000,false,0.000000,,288,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-0.3,,23,5000,false,,,3,8563,"max|t|=1.49, tau=0.0161, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-0.3,,23,5000,false,,,0,10000,"|t|=0.83, threshold=4.5",pass
ks-test,medium,shift,0,ar1-0.3,,23,5000,false,0.672515,,1,10000,"D=0.0190, p=0.3275, alpha=0.05",pass
ad-test,medium,shift,0,ar1-0.3,,23,5000,false,0.648352,,0,10000,"A²=0.7406, p=0.3516, alpha=0.05",pass
mona,medium,shift,0,ar1-0.3,,23,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0,ar1-0.6,100,24,5000,false,0.000000,,339,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-0.6,,24,5000,false,,,3,8225,"max|t|=3.35, tau=-0.0369, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-0.6,,24,5000,false,,,0,10000,"|t|=1.42, threshold=4.5",pass
ks-test,medium,shift,0,ar1-0.6,,24,5000,true,0.976413,,1,10000,"D=0.0298, p=0.0236, alpha=0.05",fail
ad-test,medium,shift,0,ar1-0.6,,24,5000,true,0.973238,,0,10000,"A²=3.0134, p=0.0268, alpha=0.05",fail
mona,medium,shift,0,ar1-0.6,,24,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0.2,ar1-n0.6,,25,5000,false,0.050000,,228,10000,"diff=36.1ns, CI_lower=24.3ns, Δ=171.7ns",pass
tacet,medium,shift,0,ar1-0.3,100,17,5000,false,0.000000,,351,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-0.3,,17,5000,false,,,3,9779,"max|t|=2.84, tau=0.0287, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-0.3,,17,5000,false,,,0,10000,"|t|=2.25, threshold=4.5",pass
ks-test,medium,shift,0,ar1-0.3,,17,5000,false,0.876546,,1,10000,"D=0.0236, p=0.1235, alpha=0.05",pass
ad-test,medium,shift,0,ar1-0.3,,17,5000,true,0.958402,,0,10000,"A²=2.6456, p=0.0416, alpha=0.05",fail
mona,medium,shift,0,ar1-0.3,,17,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0,ar1-0.3,,10,5000,false,0.050000,,222,10000,"diff=11.7ns, CI_lower=0.6ns, Δ=168.8ns",pass
tacet,medium,shift,0.2,ar1-n0.6,100,13,5000,false,0.000000,,329,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.6,,13,5000,true,,,3,7666,"max|t|=5.44, tau=-0.0622, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-n0.6,,13,5000,true,,,0,10000,"|t|=4.86, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-n0.6,,13,5000,true,0.999968,,6,10000,"D=0.0470, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.6,,13,5000,true,0.999975,,0,10000,"A²=13.1817, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.6,,13,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0,ar1-0.6,,5,5000,false,0.050000,,217,10000,"diff=12.2ns, CI_lower=1.2ns, Δ=170.1ns",pass
silent-native,medium,shift,0,ar1-0.3,,24,5000,false,0.050000,,241,10000,"diff=5.7ns, CI_lower=-5.0ns, Δ=169.3ns",pass
tacet,medium,shift,0.2,ar1-n0.6,100,19,5000,false,0.000000,,326,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.6,,19,5000,true,,,3,9373,"max|t|=4.73, tau=-0.0489, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-n0.6,,19,5000,true,,,0,10000,"|t|=4.57, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-n0.6,,19,5000,true,0.999429,,1,10000,"D=0.0404, p=0.0006, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.6,,19,5000,true,0.999913,,0,10000,"A²=10.6876, p=0.0001, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.6,,19,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0,ar1-0.6,100,18,5000,false,0.000000,,323,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-0.6,,18,5000,false,,,4,6208,"max|t|=1.72, tau=0.0219, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-0.6,,18,5000,false,,,0,10000,"|t|=0.64, threshold=4.5",pass
ks-test,medium,shift,0,ar1-0.6,,18,5000,false,0.876546,,1,10000,"D=0.0236, p=0.1235, alpha=0.05",pass
ad-test,medium,shift,0,ar1-0.6,,18,5000,false,0.671588,,0,10000,"A²=0.8566, p=0.3284, alpha=0.05",pass
mona,medium,shift,0,ar1-0.6,,18,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0.2,ar1-n0.6,,0,5000,false,0.050000,,245,10000,"diff=32.7ns, CI_lower=21.5ns, Δ=169.7ns",pass
tacet,medium,shift,0,ar1-0.3,100,26,5000,false,0.000000,,319,5000,Pass (P=0.0%),pass
tacet,medium,shift,0.2,ar1-n0.6,100,16,5000,false,0.000000,,342,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-0.3,,26,5000,false,,,3,9916,"max|t|=1.75, tau=0.0176, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-0.3,,26,5000,false,,,0,10000,"|t|=1.40, threshold=4.5",pass
ks-test,medium,shift,0,ar1-0.3,,26,5000,false,0.607269,,1,10000,"D=0.0180, p=0.3927, alpha=0.05",pass
ad-test,medium,shift,0,ar1-0.3,,26,5000,false,0.767594,,0,10000,"A²=1.3027, p=0.2324, alpha=0.05",pass
mona,medium,shift,0,ar1-0.3,,26,5000,false,,,0,10000,no non-overlapping box found,pass
dudect,medium,shift,0.2,ar1-n0.6,,16,5000,false,,,3,9987,"max|t|=4.03, tau=-0.0403, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-n0.6,,16,5000,false,,,0,10000,"|t|=3.92, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-n0.6,,16,5000,true,0.998744,,1,10000,"D=0.0384, p=0.0013, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.6,,16,5000,true,0.999563,,0,10000,"A²=7.4558, p=0.0004, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.6,,16,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-n0.6,0.4,26,5000,false,0.744792,,347,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.7447916666666666, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0,ar1-0.3,0.4,11,5000,false,0.005208,,313,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 33.97964176001282, leak_probability_at_eff: 0.005208333333333333, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 34.0ns; P=0.5% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,ar1-0.6,0.4,6,5000,false,0.020833,,327,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 38.43901092022334, leak_probability_at_eff: 0.020833333333333332, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 38.4ns; P=2.1% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,ar1-0.3,0.4,25,5000,false,0.156250,,318,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.15625, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-n0.6,0.4,1,5000,false,0.598958,,302,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.5989583333333334, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0,ar1-0.3,100,11,5000,false,0.000000,,293,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-0.3,,11,5000,false,,,3,9970,"max|t|=1.94, tau=0.0195, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-0.3,,11,5000,false,,,0,10000,"|t|=1.63, threshold=4.5",pass
ks-test,medium,shift,0,ar1-0.3,,11,5000,false,0.928288,,6,10000,"D=0.0258, p=0.0717, alpha=0.05",pass
ad-test,medium,shift,0,ar1-0.3,,11,5000,false,0.880498,,0,10000,"A²=1.7999, p=0.1195, alpha=0.05",pass
mona,medium,shift,0,ar1-0.3,,11,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-n0.6,100,26,5000,false,0.000000,,356,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.6,,26,5000,false,,,3,9455,"max|t|=4.23, tau=-0.0435, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-n0.6,,26,5000,false,,,0,10000,"|t|=4.07, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-n0.6,,26,5000,true,0.999079,,1,10000,"D=0.0392, p=0.0009, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.6,,26,5000,true,0.999761,,0,10000,"A²=8.6657, p=0.0002, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.6,,26,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0,ar1-0.6,100,6,5000,false,0.000000,,307,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-0.6,,6,5000,false,,,3,6922,"max|t|=1.45, tau=0.0174, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-0.6,,6,5000,false,,,0,10000,"|t|=1.30, threshold=4.5",pass
ks-test,medium,shift,0,ar1-0.6,,6,5000,false,0.907648,,1,10000,"D=0.0248, p=0.0924, alpha=0.05",pass
ad-test,medium,shift,0,ar1-0.6,,6,5000,false,0.770104,,0,10000,"A²=1.3108, p=0.2299, alpha=0.05",pass
mona,medium,shift,0,ar1-0.6,,6,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-n0.6,100,1,5000,false,0.000000,,318,5000,Pass (P=0.0%),pass
tacet,medium,shift,0,ar1-0.3,100,25,5000,false,0.000000,,342,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.6,,1,5000,false,,,9,9832,"max|t|=3.79, tau=-0.0382, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-n0.6,,1,5000,false,,,0,10000,"|t|=3.74, threshold=4.5",pass
dudect,medium,shift,0,ar1-0.3,,25,5000,false,,,5,9328,"max|t|=2.38, tau=-0.0246, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-0.3,,25,5000,false,,,0,10000,"|t|=1.93, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-n0.6,,1,5000,true,0.998837,,5,10000,"D=0.0386, p=0.0012, alpha=0.05",fail
ks-test,medium,shift,0,ar1-0.3,,25,5000,false,0.902973,,1,10000,"D=0.0246, p=0.0970, alpha=0.05",pass
ad-test,medium,shift,0.2,ar1-n0.6,,1,5000,true,0.999278,,0,10000,"A²=6.4533, p=0.0007, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.6,,1,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-n0.6,100,17,5000,false,0.000000,,297,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.6,,17,5000,false,,,3,9895,"max|t|=3.75, tau=-0.0377, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-n0.6,,17,5000,false,,,0,10000,"|t|=3.55, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-n0.6,,17,5000,true,0.998837,,1,10000,"D=0.0386, p=0.0012, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.6,,17,5000,true,0.999461,,0,10000,"A²=7.0375, p=0.0005, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.6,,17,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0,ar1-0.3,,29,5000,false,0.090000,,2974,10000,"no significant deciles, max_excess=0.33",pass
rtlf-native,medium,shift,0,ar1-0.3,,17,5000,false,0.090000,,2869,10000,"no significant deciles, max_excess=0.96",pass
rtlf-native,medium,shift,0,ar1-0.3,,23,5000,false,0.090000,,3067,10000,"no significant deciles, max_excess=0.66",pass
rtlf-native,medium,shift,0.2,ar1-n0.6,,13,5000,true,0.910000,,3029,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70], max_excess=1.83",fail
silent-native,medium,shift,0,ar1-0.3,,17,5000,false,0.050000,,228,10000,"diff=15.2ns, CI_lower=3.3ns, Δ=168.7ns",pass
silent-native,medium,shift,0,ar1-0.3,,29,5000,false,0.050000,,248,10000,"diff=1.4ns, CI_lower=-10.8ns, Δ=169.9ns",pass
rtlf-native,medium,shift,0.2,ar1-n0.6,,19,5000,true,0.910000,,3004,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70], max_excess=1.50",fail
rtlf-native,medium,shift,0,ar1-0.6,,24,5000,true,0.910000,,3156,10000,"significant at deciles [40], max_excess=1.05",fail
rtlf-native,medium,shift,0,ar1-0.6,,18,5000,false,0.090000,,3006,10000,"no significant deciles, max_excess=0.63",pass
rtlf-native,medium,shift,0.2,ar1-n0.6,,16,5000,true,0.910000,,3004,10000,"significant at deciles [40, 70, 80, 90], max_excess=1.46",fail
rtlf-native,medium,shift,0,ar1-0.3,,26,5000,false,0.090000,,3021,10000,"no significant deciles, max_excess=0.59",pass
silent-native,medium,shift,0,ar1-0.3,,23,5000,false,0.050000,,231,10000,"diff=5.6ns, CI_lower=-5.9ns, Δ=168.9ns",pass
silent-native,medium,shift,0.2,ar1-n0.6,,19,5000,false,0.050000,,207,10000,"diff=31.2ns, CI_lower=19.8ns, Δ=170.7ns",pass
silent-native,medium,shift,0.2,ar1-n0.6,,13,5000,false,0.050000,,227,10000,"diff=33.3ns, CI_lower=22.6ns, Δ=171.3ns",pass
